834,384,1559,1332,1265,1183,1844,8,308,1625,46,1113,1179,1534,748
1309,409,199,1291,405,1395,345,518,354,1305,1070,338,1042,673,1041
1300,1771,312,1239,1537,1013,567,570,591,1308,584,1148,580,1340,1847
1091,1408,1479,767,1527,740,1341,166,1024,1530,1439,462,531,917,1511
408,1564,345,1305,820,831,1780,481,584,1291,349,1771,944,883,1884
744,94,1609,33,667,1903,918,1059,1886,862,1794,1269,144,1381,1579
274,242,655,835,245,1283,1273,223,1194,22,1030,844,487,1767,572
1192,912,1925,1909,534,187,1255,387,1645,86,949,468,1597,875,1612
1701,1347,410,1178,1689,1361,1750,1388,746,1437,496,248,1441,140,978
366,1734,358,438,665,1629,1623,1932,1989,27,116,1293,1523,428,1021
1325,113,717,1604,1457,499,243,1378,988,1295,48,596,1344,1303,1273
195,206,880,78,1188,270,488,1280,956,737,994,21,1759,1275,690
568,255,62,415,856,1191,1720,1581,243,523,56,1651,1669,1330,1906
1946,1387,1392,552,354,1575,754,1998,400,448,1357,250,770,1224,1316
908,263,684,1616,1056,465,1671,1090,1432,1552,736,720,986,670,779
1369,1285,1496,781,166,712,146,887,214,144,261,767,406,601,1815
1162,459,962,1129,1273,487,624,942,1759,844,1074,368,212,195,620
792,387,1027,1645,454,708,695,1622,658,949,1909,1597,1539,1633,964
703,42,632,595,139,884,892,53,357,945,220,161,1073,1730,1515
817,1506,995,173,299,601,1676,218,1393,1674,1536,486,1747,480,249
1204,339,580,1340,197,1535,1908,759,268,44,203,1013,213,20,1923
1332,1828,1327,1265,1900,1007,1123,1416,748,1328,643,1393,480,669,178
755,589,944,1614,1971,1101,1158,130,1543,1547,470,1368,132,1209,1564
1914,1329,693,367,885,1971,430,1811,472,1965,282,310,1891,1121,904
1192,1973,1612,1978,1792,1782,1197,196,1814,579,1242,1227,1686,1156,906
740,531,1943,1930,842,1704,687,1970,1248,1264,177,742,424,25,1399
748,795,709,1828,1143,782,643,1332,805,1238,178,1900,1719,1834,775
190,64,1878,1914,868,1407,17,1121,653,219,1891,1120,1577,1329,1632
1234,1439,704,692,623,1024,333,1114,1729,1100,402,776,726,1476,285
129,1756,365,1399,1431,602,764,1487,769,871,1304,1890,416,1248,429
1336,651,1097,1762,992,1047,1484,1602,935,718,766,47,966,1786,92
37,934,1099,1784,1520,304,1151,808,536,412,1924,1972,1849,268,868
1486,1627,429,329,214,731,1797,1853,164,764,1399,1468,346,1525,1381
1156,814,1233,949,1758,625,515,1622,749,1975,695,97,1640,1929,387
1677,1366,707,1953,520,17,1644,1806,616,553,1565,1817,1843,518,506
944,755,102,820,258,1904,1355,132,1564,809,1543,104,1209,1383,474
1534,722,1559,608,678,238,8,1666,1265,444,1238,60,188,748,905
1840,680,909,1595,1672,1240,582,512,1196,985,657,1159,325,443,435
785,272,1698,1144,1216,1603,1849,1170,536,403,1580,1382,1803,808,1799
761,1810,55,324,81,265,739,1990,1392,1320,598,446,1538,1279,809
1700,62,1122,1303,341,2,1333,348,1030,1651,1725,1219,1793,52,523
84,1799,133,1216,1312,1988,899,460,302,1779,1739,1101,1698,1144,1745
766,340,921,1777,976,1607,1786,1548,1602,903,828,183,415,1762,351
1994,1537,1533,698,1908,759,1060,567,1354,1594,1540,1204,647,409,1041
1242,1612,906,1192,1005,996,343,1814,1197,1782,695,458,1778,665,613
194,375,1556,672,1611,125,1502,972,1068,530,1219,1067,1999,1280,848
1334,1742,320,205,511,295,534,425,1960,277,86,325,1499,1159,1645
1628,1532,1983,572,524,1074,1317,273,1851,368,1652,1331,931,1767,1162
620,368,1117,1795,223,1759,1162,1532,1253,844,1818,286,232,1152,737
398,95,37,1998,304,1406,1946,1520,1387,1575,1988,1170,1395,1042,1167
1107,1999,1684,125,204,649,672,1735,1651,1096,62,1556,1581,954,1130
912,1950,1709,362,1380,227,1678,1029,77,73,1001,1951,1049,1272,1916
1011,452,915,1458,1929,181,676,1032,1898,1682,1505,151,168,1163,891
1914,446,822,831,873,904,1370,1972,1407,868,653,1383,1878,349,1577
669,771,1911,1304,365,663,1947,516,795,253,1751,1449,370,784,1136
354,41,448,553,1291,432,28,345,1708,101,1953,136,537,839,1395
1772,1804,937,1201,637,1997,377,1321,208,1140,1238,1319,1222,890,1089
1935,333,692,1274,13,860,922,444,1635,623,643,142,775,388,1350
1123,742,1007,1608,1900,1265,1327,1393,1349,1353,1692,1919,782,1962,1828
486,1352,1549,995,1747,1150,91,1619,1342,876,1207,173,1783,237,1031
1847,1771,873,172,1803,403,349,882,1308,313,1564,1603,517,536,1760
1402,475,1620,152,409,1587,1239,1910,1600,1198,810,213,1309,1739,1013
814,246,461,1766,170,454,1522,438,1203,1211,1763,70,248,749,1156
225,560,1531,1591,1680,1119,257,715,1062,1738,509,1773,662,1854,1798
955,517,1760,1685,1770,1459,101,1998,44,1158,1308,464,203,808,1243
929,121,686,788,96,525,861,1069,681,1974,243,666,1081,1568,169
1622,376,1758,1852,1197,1192,1119,1429,1672,86,1814,1645,996,1027,777
1140,1815,1089,1093,1512,1496,781,918,1349,103,146,1619,762,406,346
174,792,1766,793,1597,1272,454,1235,1020,1211,933,387,1688,1102,1203
825,930,1381,538,25,1886,423,480,1903,528,1468,445,890,33,1234
1834,388,1332,775,1666,639,444,442,678,1885,1449,1693,1534,722,1821
868,1739,1198,1099,374,1365,1849,1745,1144,1799,1145,1891,1698,1907,1988
1649,1902,1180,1562,1699,1051,1921,1036,364,131,729,1380,1633,1852,1272
451,264,1385,348,341,411,1000,568,1995,1786,1107,1188,935,1684,1482
524,273,997,1652,1035,956,931,1795,286,1181,1759,1275,1628,1162,994
92,1980,160,585,982,1135,98,651,1069,1097,1122,1457,145,1268,1513
1062,1798,93,1505,1854,1448,151,676,418,1154,1475,257,306,605,627
1187,183,935,340,668,530,1762,766,1047,1661,989,1397,976,1082,1130
411,451,843,289,568,31,1191,264,356,47,956,559,1131,1700,1067
930,825,623,480,669,1947,423,253,370,486,1886,1321,663,1363,1100
413,631,1772,765,687,740,1270,1238,1088,424,1172,208,919,231,547
423,784,308,32,43,1588,1377,1363,1731,1903,1886,522,663,253,445
756,1086,566,963,196,1678,511,306,227,303,879,1504,1782,1227,1958
31,1928,1252,1781,1090,723,617,267,1432,1138,232,1462,986,684,954
904,1914,446,374,799,820,831,809,1610,430,1564,310,1771,1383,1907
1635,951,731,1943,922,539,220,371,1853,164,531,1511,1641,1123,1468
183,1082,989,668,1187,1130,766,1397,340,351,1721,1735,1356,1986,921
1156,515,1758,1640,1542,347,1242,1192,814,1622,1929,980,385,1032,613
1688,940,1001,1539,1480,77,973,1481,1945,468,790,576,69,548,1235
901,1510,834,632,161,402,381,1433,1157,1323,547,1733,253,148,638
1553,1696,1715,1069,1684,1081,38,788,866,1283,633,169,375,1068,954
1354,171,1881,807,355,816,815,66,1544,946,1806,163,1657,45,1267
443,574,610,59,1909,325,1240,1960,1255,205,1159,425,811,534,387
24,385,335,1622,695,1852,719,1672,1542,749,1758,1197,1446,964,1630
1449,442,388,107,444,721,1277,178,1270,1332,1529,1088,157,1820,177
671,1714,848,530,972,1546,1219,183,953,1767,62,1651,1413,125,1611
1309,1042,594,199,95,398,1387,213,1395,163,1422,518,1267,757,68
1211,1156,1199,1102,515,1203,1640,1009,1447,1909,1925,1503,1499,949,1522
1444,623,721,1947,342,1136,13,253,1433,1529,1023,1935,1751,1321,1292
600,1527,444,462,1859,927,1444,1058,878,60,1529,858,697,1259,327
301,988,801,1325,1819,113,1315,439,293,1057,1569,1452,1295,14,841
1690,1984,615,655,596,274,155,572,1284,791,242,1050,1295,1194,1116
938,1358,1005,170,814,1763,70,1837,1522,1419,461,1203,1469,454,1475
729,435,1232,364,484,1852,251,1921,1180,1672,588,1062,1562,72,657
1977,1512,1962,1667,346,1212,1307,211,1043,1201,1641,1927,894,1140,1466
1810,446,1847,1564,886,1760,203,1745,517,1752,1979,536,1459,1872,1685
958,13,429,1711,710,1404,612,342,1439,930,1292,721,821,794,776
1288,967,60,1470,600,1559,61,1856,178,8,1157,1238,1033,1507,177
886,1979,1745,1365,37,1170,283,1519,536,95,1120,1520,403,11,464
223,38,209,942,1273,844,1604,1283,1471,572,838,466,242,1728,487
835,22,1615,397,1012,184,274,245,1636,1413,195,1076,689,1949,1139
1024,1890,1674,601,177,849,1093,157,480,58,1506,538,1349,25,1141
178,218,1674,1007,762,58,967,742,753,709,1349,1033,1470,1172,1442
155,1295,92,1452,1284,113,803,145,1992,1094,1819,1276,501,293,660
1157,1859,1935,1841,922,600,220,60,1753,444,1248,1510,1635,462,1323
1533,1882,725,513,219,1884,673,846,1577,699,1878,570,1340,477,1994
828,1607,48,1602,278,766,1720,415,1669,1664,599,1586,1484,716,957
1513,415,1665,278,1725,1303,1116,1184,1122,503,1557,145,1297,340,1906
201,1052,247,1154,511,135,1854,418,1458,1508,1574,15,151,320,425
604,521,446,1810,1538,158,822,1972,349,1610,1685,1564,1847,203,280
826,165,1948,1547,526,1998,1459,833,877,378,1243,755,414,470,1685
1633,131,0,306,1678,1612,613,912,1852,1808,1921,1542,1192,376,1380
1323,918,871,1642,1352,769,177,1399,1496,402,1478,161,1507,1100,1043
1568,788,681,121,624,546,396,1457,1873,471,450,1673,686,661,861
1218,1733,161,1743,1853,71,393,892,543,1588,1323,1486,764,148,945
1715,1030,1295,655,115,1268,861,664,1696,401,242,1069,1974,274,689
1135,1187,160,1122,1124,935,953,1526,340,530,62,1611,1777,40,1022
722,1666,1183,164,1797,922,771,643,478,1328,1534,819,253,371,1743
1692,1468,346,1449,1360,894,407,164,1525,107,1328,1134,1816,259,819
786,504,1167,1575,1185,1251,1168,88,895,1357,506,1632,592,1193,127
490,1469,1364,1763,1778,695,24,1180,1203,1902,454,1678,593,131,19
1387,354,95,1988,1406,99,1309,757,960,1865,101,575,1395,448,592
216,1041,1251,1833,1862,1892,759,1518,409,1354,1632,1072,518,400,389
40,530,1187,1526,1,1611,1280,752,1135,953,125,652,206,399,935
1612,508,1049,77,940,1973,587,573,1192,404,1027,1293,1227,1650,909
18,1418,1528,298,590,1684,194,465,1637,1131,659,118,56,341,1696
1610,1668,820,1780,408,604,1600,799,1564,1775,1127,310,1990,1752,1810
1872,474,675,556,102,414,604,460,104,1279,728,400,755,1601,1780
864,946,355,41,1109,302,1866,1098,315,1601,1872,1706,57,392,1422
1539,1837,867,168,1473,818,708,277,26,468,1376,1247,1648,796,1578
16,588,682,425,729,186,1902,1773,605,441,1854,657,1921,1149,1180
509,662,605,217,196,1441,1701,1854,418,257,773,959,1062,1981,225
1905,1023,645,547,1529,1746,342,1136,1467,709,1238,436,805,775,1966
858,969,1938,878,1695,285,531,1467,296,1439,1399,1248,214,444,1853
1371,1116,903,1690,1584,505,1855,1720,341,1725,838,52,1787,340,1669
535,1912,1153,1636,49,804,1030,1992,803,1937,664,1268,18,577,865
1248,722,1399,1608,922,188,164,531,1534,1265,1704,1743,1486,1123,1797
1417,1144,1198,85,1698,1849,1145,1712,152,68,1524,1739,1755,133,1988
549,1333,1030,18,22,1728,274,242,194,590,1085,1283,1194,298,1253
124,1690,1855,1116,75,1371,1546,523,1725,694,572,1284,1096,991,1389
661,1665,450,1362,1967,1250,382,212,1568,1873,396,415,1681,681,546
1075,432,378,1585,287,1987,899,1961,1312,1904,57,74,1926,960,354
1511,776,1635,333,922,1935,1841,1091,1259,1567,731,1479,1663,220,925
1642,1478,871,999,327,1724,1676,1625,1507,87,769,1059,299,365,1839
1050,988,549,689,1194,487,779,79,336,720,90,1273,491,274,397
1571,1518,1061,699,1002,1697,653,1224,1521,190,904,472,1198,693,1577
560,1531,1119,1798,1680,1490,151,996,19,257,306,1622,593,1062,1364
1545,1063,1502,1310,1918,1068,1124,636,1999,683,1,465,1807,1556,652
746,1004,711,1630,364,527,1993,1425,1149,702,569,1488,1716,588,682
872,1447,1211,1423,116,1237,1233,573,387,241,1027,1763,1942,1909,625
1834,388,1332,442,775,444,1885,1947,1666,1751,1449,1416,1809,1534,1277
1948,1279,95,1392,960,1456,250,1732,1459,552,1267,302,1760,324,1025
1915,770,1846,644,11,1261,230,28,1015,315,133,1054,1939,1127,1434
1600,408,1907,1668,928,66,1847,203,1610,1564,1752,1990,1148,1760,481
482,1523,1688,940,793,1293,1945,658,1473,1599,1860,1734,241,1877,792
795,1143,407,1968,748,643,1828,1816,782,1134,1719,1332,709,46,1900
979,1014,727,1789,1902,73,1649,1503,729,1380,35,713,1741,364,1272
1614,130,449,279,1887,840,883,1955,947,254,589,165,877,1158,1329
1236,1562,1798,0,1699,1232,973,676,1505,1421,610,435,729,1852,708
531,1248,177,1399,444,740,878,1024,424,1938,922,58,917,1496,1930
157,1024,402,1619,208,1141,910,107,445,1093,1321,1339,1342,177,623
